Pearson_r,Variance_obs,Variance_mod,SD_obs,SD_mod,Covariance,Bias,MAE,RMSE,NSE,lnlikelihood,model
0.959784346572794,16.0899207505864,16.6639833897478,4.01138300174087,4.08231572009959,15.7159278787825,-0.312229409773805,0.831209971168867,1.19144264952072,0.911774855258674,-20590.1053828133,flake
