Pearson_r,Variance_obs,Variance_mod,SD_obs,SD_mod,Covariance,Bias,MAE,RMSE,NSE,lnlikelihood,model
0.91408100828067,16.0899207505864,17.309593841413,4.01138300174087,4.16064456099931,15.2547493812467,-0.692125678472628,1.16454380055221,1.83549823870994,0.790610914961499,-32913.0099073798,flake
