Pearson_r,Variance_obs,Variance_mod,SD_obs,SD_mod,Covariance,Bias,MAE,RMSE,NSE,lnlikelihood,model
0.967959567658614,13.2082313944632,13.5156547867159,3.63439045749019,3.67644263989131,12.9329648304043,-1.30711489667559,1.39473831389566,1.60203179540289,0.805688907406811,-51703.0513313824,gotm
