Pearson_r,Variance_obs,Variance_mod,SD_obs,SD_mod,Covariance,Bias,MAE,RMSE,NSE,lnlikelihood,model
0.888592151375004,16.0899207505864,18.0882216833565,4.01138300174087,4.25319322396097,15.1592376509647,-0.577111876967059,1.359186492225,2.04761452684581,0.739419148450611,-38119.4372455,flake
