Pearson_r,Variance_obs,Variance_mod,SD_obs,SD_mod,Covariance,Bias,MAE,RMSE,NSE,lnlikelihood,par_id,model
0.958890618830668,17.9089510285983,19.9565012279598,4.23198728744476,4.46736545475523,18.1278519567196,0.356291041240162,0.856445939231489,1.317835972034,0.903026612423389,-41822.453972475,p0001,GOTM
0.916799401483574,17.9089510285983,19.0966831792555,4.23198728744476,4.37006857059529,16.9546319694097,-0.425146740090704,1.42653425872012,1.81028175145312,0.817012173721897,-59845.4659068264,p0002,GOTM
0.938078234955657,17.9089510285983,18.3421568045865,4.23198728744476,4.28286594361076,17.001973505238,-1.68559344371064,2.06982252590279,2.25574512748874,0.715874700195243,-81037.278815203,p0003,GOTM
0.92995878694666,17.9089510285983,23.7713383859305,4.23198728744476,4.87569013561233,19.1878181528403,1.28676227533251,1.83593324590316,2.22719784978054,0.723020613873703,-79539.961743174,p0004,GOTM
0.944938937106644,17.9089510285983,18.2837685505547,4.23198728744476,4.27604372540528,17.0990379753172,-2.28086619182434,2.44577421335182,2.6827214192916,0.598134240133144,-105707.993975243,p0005,GOTM
0.918378025139694,17.9089510285983,26.3653140480598,4.23198728744476,5.13482626960591,19.9559787241382,2.10141396055205,2.48795958387668,2.96281087178794,0.509840177240584,-124208.666342211,p0006,GOTM
0.934072566675807,17.9089510285983,20.2321043164231,4.23198728744476,4.4981072656415,17.7801827082385,-1.36731000057557,1.52173603250497,2.10955601163334,0.751508250867853,-73570.8125017441,p0007,GOTM
0.922341607921789,17.9089510285983,24.479908902046,4.23198728744476,4.94782326854024,19.3122010375195,1.26378250495841,1.92792115566217,2.3155137821754,0.700618753891144,-84233.9293596868,p0008,GOTM
0.949595310515167,17.9089510285983,20.9212258596566,4.23198728744476,4.57407039379014,18.3809180882138,1.39378698021269,1.54956307203431,2.00274383235542,0.776034740860441,-68431.6611160303,p0009,GOTM
0.946954713938212,17.9089510285983,18.8904331270306,4.23198728744476,4.3464054625631,17.4174768752738,-2.21932569148735,2.30227481386506,2.62484988713203,0.615285288402717,-102114.253757721,p0010,GOTM
0.93025419188152,17.9089510285983,18.2149852545455,4.23198728744476,4.26799293649672,16.8016186091835,-1.62090182836143,2.08533846467289,2.26892525261678,0.712544760787978,-81735.0167599461,p0011,GOTM
0.919755753682814,17.9089510285983,19.5011960878291,4.23198728744476,4.41611022370293,17.1885092570119,-0.0343152379496077,1.21750965416611,1.74192598521271,0.830570415145261,-57004.5434911126,p0012,GOTM
0.918345695213008,17.9089510285983,21.5827144054002,4.23198728744476,4.64581928006681,18.0548673078234,1.81984234941662,2.00669316311959,2.58722959844732,0.626233999724898,-99820.1185194471,p0013,GOTM
0.928473202551792,17.9089510285983,19.5773227644617,4.23198728744476,4.42472139664657,17.3852563415497,0.00692404674000211,1.12115392408102,1.64797119282584,0.84835465527562,-53278.1275898801,p0014,GOTM
0.932419952148862,17.9089510285983,21.3838202999379,4.23198728744476,4.62436311046903,18.2469079262055,1.73543791196636,1.89121461911707,2.41053940486674,0.675542123425524,-89488.3542792481,p0015,GOTM
0.920459182199762,17.9089510285983,20.5031103355887,4.23198728744476,4.52813279115479,17.638005890919,0.883621646770493,1.31226861272527,1.97909999671325,0.781291668577589,-67330.1522017771,p0016,GOTM
0.928036809899513,17.9089510285983,18.1457950502013,4.23198728744476,4.25987917019591,16.7297047953563,-1.6884732074835,2.15168706153262,2.33372626082764,0.695890716782936,-85224.6173245648,p0017,GOTM
0.927077386132918,17.9089510285983,21.3272632547953,4.23198728744476,4.61824368296577,18.1183492520339,1.65045914415971,1.84374996792288,2.39239026203212,0.680409469168442,-88468.4763176228,p0018,GOTM
