Pearson_r,Variance_obs,Variance_mod,SD_obs,SD_mod,Covariance,Bias,MAE,RMSE,NSE,lnlikelihood,par_id,model
0.821427784252499,19.5236840070779,22.0672313750421,4.41871866969519,4.6977444829539,17.0499927150073,-0.495277401165902,1.65539597684996,2.78140785506391,0.603751543335439,-67210.2291927963,p0001,FLake
0.957350606552624,19.5236840070779,17.4356694608388,4.41871866969519,4.17575279513715,17.6632743830564,-1.23604284227996,1.35126917479053,1.77780949759965,0.838114230459287,-35089.3554066773,p0002,FLake
0.897001646719636,19.5236840070779,16.8144046554916,4.41871866969519,4.10068315625172,16.2523015876486,-3.25489042225216,3.25542445858814,3.79839402223376,0.261010517128292,-114185.032986145,p0003,FLake
0.782226884125634,19.5236840070779,30.1294291382978,4.41871866969519,5.48922355728859,18.9718234533706,2.0608464005241,3.54327490472472,3.99456557402527,0.182707827098458,-124916.906965012,p0004,FLake
0.847951986359991,19.5236840070779,16.0454732782884,4.41871866969519,4.00582278685293,15.008193231323,-4.27798647189296,4.27798647189296,4.88404945474753,-0.221794978231147,-180356.549322659,p0005,FLake
0.705243559253607,19.5236840070779,37.4318049719707,4.41871866969519,6.11837161709317,19.0651575381498,2.93401120286571,4.74277554564627,5.23770900693143,-0.405144420046189,-205485.738408054,p0006,FLake
0.799016702803776,19.5236840070779,25.0276476354688,4.41871866969519,5.00294217020632,17.6622797381075,-1.43759044598347,1.77032671126793,3.36057115037229,0.421551872452948,-92181.8349723299,p0007,FLake
0.696188840372411,19.5236840070779,35.6859701992455,4.41871866969519,5.97398628355162,18.3762417934732,1.53277026232264,4.02488211932495,4.56142031569528,-0.0657084640836536,-158963.915187186,p0008,FLake
0.830270066510338,19.5236840070779,22.9897527863825,4.41871866969519,4.79493382121148,17.5900638660278,0.767724774228151,2.19136085609672,2.81473096234231,0.594200029692336,-68519.3239465801,p0009,FLake
0.790369079528273,19.5236840070779,19.9321573295953,4.41871866969519,4.46470347280131,15.5915029010955,-3.83550708296246,3.83615010290548,4.79415791541511,-0.177234281686026,-174249.226834114,p0010,FLake
0.919725564500927,19.5236840070779,16.0015362984982,4.41871866969519,4.00033449729426,16.2562355572702,-3.11539791900326,3.13319648698744,3.56629406874499,0.348562833727751,-102185.439767249,p0011,FLake
0.945669085192903,19.5236840070779,17.9826490720856,4.41871866969519,4.24074639406547,17.7193142894747,-0.788377620501394,1.10559019400823,1.63989139052611,0.862257360252977,-31780.3882906997,p0012,FLake
0.901610052801523,19.5236840070779,21.5558546706277,4.41871866969519,4.64299365682022,18.4961889695017,1.70134627568015,2.21659763334965,2.64229822095708,0.642396389639279,-61913.7110232737,p0013,FLake
0.952270050759429,19.5236840070779,18.1930866465872,4.41871866969519,4.26548737458918,17.9470967793317,-0.660917031583051,0.974973043886812,1.50312621480644,0.884274483400815,-28762.8036980148,p0014,FLake
0.867089661259263,19.5236840070779,22.1315675492136,4.41871866969519,4.70458754663682,18.0239917807696,1.35432890056334,2.22619074972098,2.72790666366232,0.618848842106052,-65141.0498610799,p0015,FLake
0.951387807653101,19.5236840070779,19.1318786041532,4.41871866969519,4.37415607524841,18.3872709056678,0.582523778868714,1.11301189540386,1.49008548507896,0.88627378152412,-28488.7873711514,p0016,FLake
0.945400049661194,19.5236840070779,15.2329059814427,4.41871866969519,3.90307456033553,16.3037642377474,-3.1753953592083,3.17622541479736,3.49745581820663,0.373468798415665,-98771.9213523517,p0017,FLake
0.910171945983298,19.5236840070779,21.0805433205807,4.41871866969519,4.59151879999741,18.4648264540125,1.49959884440485,2.00271739200688,2.43379767313841,0.696605870509555,-54483.9622248867,p0018,FLake
0.937733641925516,19.5236840070779,17.2857860011357,4.41871866969519,4.15776589891399,17.2268133396805,-1.54326039290582,1.62089576510974,2.17657896001143,0.757346207434675,-46159.118709728,p0019,FLake
0.744133646025575,19.5236840070779,27.2334267368522,4.41871866969519,5.21875143858918,17.1586443347747,-1.73751591585662,2.24073274830536,3.9317659686502,0.2082035528422,-121422.558104489,p0020,FLake
0.834129703093844,19.5236840070779,22.3700421882744,4.41871866969519,4.72986634162258,17.4320263254677,0.566965314104625,2.01005170092625,2.71129548589134,0.623476634371373,-64506.7819531334,p0021,FLake
0.897632847648352,19.5236840070779,16.8192761808714,4.41871866969519,4.10127714503004,16.2660938072443,-3.03283274495666,3.03335427151458,3.60677792944647,0.333688917131315,-104224.003173235,p0022,FLake
0.801034264633269,19.5236840070779,23.5523252709927,4.41871866969519,4.85324663565817,17.1770616305953,-2.62544442532663,2.64295522095255,3.95156227932179,0.20021014262995,-122518.105026652,p0023,FLake
0.770577780020305,19.5236840070779,29.1705366408117,4.41871866969519,5.4011678794826,18.3894853890722,1.74059731728073,3.34806073553523,3.86586715895282,0.234523111250317,-117815.297818697,p0024,FLake
0.801350493649907,19.5236840070779,23.943229051624,4.41871866969519,4.89335616231758,17.325858127732,0.104944730518161,2.10122912549298,2.9708938385108,0.547922912678691,-74861.8926080976,p0025,FLake
0.912392583356827,19.5236840070779,16.2581659032613,4.41871866969519,4.03228520503814,16.2554279231325,-2.74229419223674,2.74509077959753,3.28499185704465,0.447277906314325,-88655.9209421582,p0026,FLake
0.951037914257581,19.5236840070779,15.719761766875,4.41871866969519,3.96495668170268,16.6610242280815,-2.81132391716809,2.8135328961623,3.13447595062257,0.496768157000011,-81872.972191113,p0027,FLake
0.711127097934527,19.5236840070779,34.5002567198102,4.41871866969519,5.87390110387339,18.4560720243428,2.16044665667012,4.17152789934345,4.66683259122497,-0.115533647575113,-165792.768576521,p0028,FLake
