datetime,Uwind_meterPerSecond,Vwind_meterPerSecond,Surface_Level_Barometric_Pressure_pascal,Air_Temperature_celsius,Max_Air_Temperature_celsius,Min_Air_Temperature_celsius,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Relative_Humidity_percent,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Cloud_Cover_decimalFraction,Precipitation_meterPerSecond,Snowfall_meterPerDay
2008-01-01 00:00:00,-0.196312755346298,-2.02104902267456,97562.1484375,-8.94193115234373,-4.52670898437498,-14.7364562988281,6.56506395339966,254.486572265625,95.2945098876953,1.71833896636963,0,6.9421689659066e-09,0.000394179781142157
2008-01-02 00:00:00,-3.60535645484924,0.0586046986281872,97762.1796875,-5.49786987304685,-4.78562011718748,-7.23758544921873,4.90985822677612,263.170989990234,99.3534393310547,2.64109635353088,0,4.60997398477048e-08,0.00260361442342401
2008-01-03 00:00:00,-4.60130548477173,-0.772653996944427,97505.1484375,-8.15799560546873,-7.15561523437498,-9.27060546874998,6.206711769104,255.01335144043,98.1644897460938,3.08520984649658,0,4.48179380327929e-08,0.00330029830802232
2008-01-04 00:00:00,-5.51901912689209,1.6602383852005,96993.9453125,-8.77054443359373,-8.00797119140623,-10.2919677734375,7.4657826423645,251.2333984375,95.1462860107422,4.53781270980835,0,4.15532922488637e-08,0.00320040729129687
2008-01-05 00:00:00,-5.49635219573975,2.0964515209198,95369.90625,-8.36618652343748,-6.39670410156248,-10.6095642089844,4.39938497543335,258.228485107422,95.6871185302734,7.13017320632935,0,1.76386020029895e-07,0.0118577686138451
2008-01-06 00:00:00,-2.01840758323669,0.695835590362549,94667.0078125,-6.45670166015623,-5.02060546874998,-7.3024963378906,4.82400274276733,266.508483886719,98.4496994018555,2.70196890830994,0,4.01655415771529e-08,0.0023479881696403
2008-01-07 00:00:00,-2.29250001907349,1.23303961753845,94597.6015625,-4.21317138671873,-3.3350891113281,-5.6589416503906,3.35987949371338,271.136535644531,99.6162567138672,3.11314153671265,0,1.00932040368207e-07,0.00530018436256796
2008-01-08 00:00:00,-1.12662982940674,0.929006397724152,94607.671875,-4.24197998046873,-3.6224426269531,-4.80496826171873,5.31347036361694,262.605316162109,99.362922668457,1.45249569416046,0,2.20252914004959e-08,0.00123451312829275
2008-01-09 00:00:00,-1.95608723163605,3.51109528541565,94109.6171875,-3.4736389160156,-1.4127258300781,-6.2452453613281,4.18879652023315,267.882873535156,97.6632919311523,3.99297857284546,0,1.00821271189488e-07,0.00496470130747184
2008-01-10 00:00:00,0.48566523194313,4.19378423690796,93613.25,-2.36856689453123,-1.06729736328123,-4.03739013671873,9.59700679779053,265.293090820312,92.3102416992188,3.56163787841797,0,5.86378992011305e-08,0.00265146859455854
2008-01-11 00:00:00,2.05991411209106,1.93660140037537,93295.6171875,-1.98941650390623,0.155969238281273,-4.44293823242185,14.1737442016602,252.062240600586,88.7098388671875,3.21616005897522,0,1.33873454615241e-08,0.000196990879339864
2008-01-12 00:00:00,1.18330109119415,-1.48884582519531,93850.578125,-5.87848510742185,-4.42410888671873,-6.6461242675781,6.82747268676758,253.36279296875,95.951416015625,1.62941634654999,0,4.11759938288014e-08,0.00341381798498332
2008-01-13 00:00:00,1.4128098487854,0.58274507522583,94625.265625,-6.63370361328123,0.0150085449218977,-10.1803649902344,11.5834741592407,237.668533325195,95.5710372924805,2.05175995826721,0,4.13870802731253e-08,0.0020486272405833
2008-01-14 00:00:00,-0.314159125089645,4.55850839614868,94222.3828125,-1.38483276367185,2.14180908203127,-4.09381713867185,6.83263349533081,274.999938964844,98.3992080688477,3.17571783065796,0,4.67922218376771e-08,0.00140421248506755
2008-01-15 00:00:00,-1.18755710124969,5.18195247650146,93110.46875,-0.571813964843727,0.00670776367189774,-1.0848449707031,5.6160192489624,277.629180908203,98.429931640625,3.92745423316956,0,1.73461943631992e-07,0.00480555254034698
2008-01-16 00:00:00,-2.9949586391449,2.49125599861145,92394.65625,-0.713690185546852,0.921899414062523,-1.89679565429685,3.03460168838501,279.199340820312,98.9412078857422,3.08238220214844,0,1.76671383087523e-07,0.00261166749405675
2008-01-17 00:00:00,1.62961876392365,2.13106322288513,93664.5859375,-3.02957763671873,0.0985351562500227,-7.22348632812498,13.8255167007446,249.48957824707,89.3333129882812,2.39073634147644,0,0,0
2008-01-18 00:00:00,-1.97468161582947,1.87422335147858,94165.78125,-3.58380737304685,-1.00949707031248,-6.94394531249998,5.26801824569702,272.726837158203,98.8247833251953,3.02662181854248,0,1.05636856460478e-07,0.00425259964540601
2008-01-19 00:00:00,4.54469585418701,0.681711256504059,93025.203125,-1.60227050781248,0.288171386718773,-4.16315307617185,17.9191341400146,239.657943725586,77.1594085693359,4.69824266433716,0,2.59484222624451e-08,0.000348319979093503
2008-01-20 00:00:00,3.20601105690002,1.48028647899628,94298.765625,-2.60867919921873,-0.592810058593727,-4.73789062499998,18.2812309265137,232.694549560547,77.6627426147461,3.06561756134033,0,2.33996252063662e-09,0.000202172761783004
2008-01-21 00:00:00,1.73427212238312,-1.57204878330231,93909.546875,-5.56845703124998,-3.40091552734373,-8.9209045410156,21.0105056762695,220.741973876953,82.8759994506836,2.49151349067688,0,0,0
2008-01-22 00:00:00,1.7937525510788,-2.18213987350464,95414.875,-8.4637512207031,-5.85858764648435,-10.5540832519531,22.5490036010742,213.298202514648,82.8886260986328,2.1350405216217,0,0,0
