datetime,Uwind_meterPerSecond,Vwind_meterPerSecond,Surface_Level_Barometric_Pressure_pascal,Air_Temperature_celsius,Max_Air_Temperature_celsius,Min_Air_Temperature_celsius,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Relative_Humidity_percent,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Cloud_Cover_decimalFraction,Precipitation_meterPerSecond,Snowfall_meterPerDay
2014-12-31 00:00:00,6.26648998260498,-1.53406631946564,101209.3984375,4.08342895507815,4.92611083984377,3.39956054687502,12.2594194412231,271.421508789062,86.6043014526367,3.67439007759094,0,0,0
2015-01-01 00:00:00,8.70606136322021,1.33763670921326,100648.546875,4.55941162109377,6.3851257324219,2.87273559570315,11.6961517333984,279.789978027344,90.1007995605469,5.38761281967163,0,8.28375414130278e-09,0
2015-01-02 00:00:00,9.74214553833008,3.38816857337952,98284.3359375,5.99575195312502,8.09707031250002,3.95546875000002,9.69613933563232,280.211853027344,84.8838500976562,7.45071840286255,0,5.28507662238553e-08,0
2015-01-03 00:00:00,11.0140466690063,-5.30145359039307,98540.3828125,3.2508483886719,4.5495544433594,1.52053222656252,16.3713779449463,254.467056274414,58.8946189880371,7.33956813812256,0,3.5281177588331e-09,0
2015-01-04 00:00:00,7.08449697494507,-10.2959232330322,100120.625,0.787896728515648,1.15285644531252,0.0303283691406477,17.5647010803223,245.287872314453,57.852123260498,6.66478633880615,0,5.19699005963048e-09,0.000449019941152073
2015-01-05 00:00:00,-0.0456106178462505,-6.50017499923706,101723.671875,-1.80246582031248,-0.492346191406227,-3.48251953124998,16.2797374725342,245.270950317383,74.741943359375,3.80584764480591,0,0,0
2015-01-06 00:00:00,0.907476723194122,7.58931398391724,102384.2890625,-1.41196289062498,0.705590820312523,-3.68942871093748,12.4672079086304,264.079315185547,77.0940780639648,4.18979358673096,0,4.79895697935717e-09,0.00041462988301646
2015-01-07 00:00:00,5.31258773803711,9.91151714324951,101404.421875,1.10918579101565,2.03499755859377,0.686608886718773,7.45975780487061,286.214263916016,82.6773986816406,5.94435214996338,0,1.71221727214288e-08,0.00147935572313145
2015-01-08 00:00:00,6.72690391540527,5.30482816696167,99992.828125,3.68361816406252,4.89348754882815,2.47905883789065,7.29893112182617,282.556213378906,91.0435485839844,5.25899028778076,0,4.14989117416553e-08,0
2015-01-09 00:00:00,5.06184101104736,-2.41364049911499,98843.03125,0.497308349609398,2.73464355468752,-2.0634826660156,15.4934539794922,262.477447509766,92.4269714355469,3.6335871219635,0,0,0
2015-01-10 00:00:00,-0.528649508953094,4.26588106155396,97704.0234375,-0.563940429687477,3.0939880371094,-3.6805480957031,10.0112237930298,268.3388671875,90.1636047363281,4.9639139175415,0,1.35310896439478e-07,0.00709838045295328
2015-01-11 00:00:00,0.574281990528107,-8.96511936187744,97339.5625,-1.50449218749998,2.61980590820315,-6.0800842285156,7.44905424118042,270.601654052734,82.4216156005859,6.47844266891479,0,2.21421341848327e-08,0.00129726778250188
2015-01-12 00:00:00,2.22779250144958,2.28975009918213,98827.9453125,-2.91342773437498,4.9669128417969,-9.44534912109373,8.95881175994873,255.744567871094,83.6107711791992,4.65201473236084,0,5.65857299079653e-08,0.00266735722543672
2015-01-13 00:00:00,8.56093692779541,3.66289472579956,98542.5,3.34114990234377,3.87972412109377,2.8774353027344,19.9082050323486,257.205017089844,78.4757690429688,6.04392385482788,0,1.00319739431143e-08,0.000187593240116257
2015-01-14 00:00:00,7.80117034912109,4.14883661270142,98932.984375,2.4757019042969,2.80410156250002,2.09023437500002,22.5427894592285,256.308197021484,84.4452362060547,5.31761264801025,0,0,0
2015-01-15 00:00:00,4.13013219833374,8.63054847717285,99575.6484375,2.55819091796877,3.43056640625002,1.47463378906252,21.7511386871338,266.266845703125,85.0238571166992,6.16304302215576,0,6.50507936370559e-08,0.000790839715045877
2015-01-16 00:00:00,7.07260942459106,9.53931045532227,98767.6171875,4.92827758789065,5.82744750976565,4.4199157714844,22.5558795928955,273.443176269531,85.4680328369141,7.21450328826904,0,3.2427142286906e-08,0.000699821676244028
2015-01-17 00:00:00,8.22836494445801,6.21432018280029,99403.53125,3.11626586914065,4.10292968750002,2.74746093750002,26.6269779205322,253.945251464844,77.1135787963867,5.89707851409912,0,4.35690526501276e-09,0
2015-01-18 00:00:00,6.98733329772949,0.700523495674133,100435.375,2.31252441406252,2.8864685058594,0.994134521484398,22.6558074951172,266.8828125,87.7830429077148,4.29582595825195,0,0,0
2015-01-19 00:00:00,-1.91314995288849,-2.21235322952271,101534.8046875,0.849450683593773,1.47408447265627,0.485620117187523,19.9362297058105,274.206909179688,90.1701889038086,2.48786044120789,0,0,0
2015-01-20 00:00:00,-6.05366086959839,3.53047132492065,102084.203125,0.449609375000023,1.07662353515627,-0.296850585937477,15.9123020172119,276.865753173828,90.0081939697266,4.01635217666626,0,1.74739409430913e-09,0
2015-01-21 00:00:00,-9.56871891021729,3.388995885849,101945.0234375,-0.131201171874977,0.207849121093773,-0.494268798828102,10.1524562835693,278.910369873047,86.478874206543,5.23140859603882,0,5.07372242282145e-08,0.00332133583724499
2015-01-22 00:00:00,-4.94967460632324,0.376838088035583,101884.921875,-0.953466796874977,-0.532232666015602,-1.4771789550781,11.6799745559692,277.621765136719,89.7414932250977,2.87710452079773,0,1.61297703016317e-08,0.00139361215406097
2015-01-23 00:00:00,3.54331469535828,-2.05510973930359,101724.6953125,-2.55914916992185,-1.60114135742185,-4.00070800781248,22.3257808685303,260.876037597656,91.701789855957,2.78929281234741,0,0,0
2015-01-24 00:00:00,5.34403324127197,8.59224700927734,101160.1796875,-0.161688232421852,0.931787109375023,-2.17789306640623,19.960298538208,270.316253662109,81.1295928955078,5.18620538711548,0,2.47226089413743e-08,0.00213603341253474
2015-01-25 00:00:00,3.88298058509827,2.29067492485046,101398.7265625,0.548730468750023,1.5410095214844,-1.53864135742185,24.8263168334961,276.211212158203,90.0211868286133,2.69585132598877,0,0,0
2015-01-26 00:00:00,3.96049118041992,7.79410552978516,100885.3671875,0.454797363281273,2.19326171875002,-1.78854980468748,14.6740016937256,284.943145751953,90.5850677490234,4.52368354797363,0,4.76841451018117e-08,0.00137045877054334
2015-01-27 00:00:00,3.49053859710693,0.81659471988678,100322.8125,0.741845703125023,1.99013671875002,-1.79428710937498,22.0374374389648,270.939117431641,92.5719604492188,2.87203812599182,0,1.81502218765672e-08,0.000731036145589314
