Pearson_r,Variance_obs,Variance_mod,SD_obs,SD_mod,Covariance,Bias,MAE,RMSE,NSE,lnlikelihood,model
0.926158837677386,17.9089510127667,25.8239915480321,4.23198728557422,5.08183974408663,19.9173811779025,-2.54126112631681,2.74688395495527,3.21810321728854,0.421731160594486,-142670.564987326,gotm
