Pearson_r,Variance_obs,Variance_mod,SD_obs,SD_mod,Covariance,Bias,MAE,RMSE,NSE,lnlikelihood,model
0.954585617179627,17.9089510127667,20.8653921428786,4.23198728557422,4.56796276959557,18.4528408624697,-0.290980393468824,0.993995693779399,1.39761619198158,0.890929903225677,-44357.1346120316,gotm
