Pearson_r,Variance_obs,Variance_mod,SD_obs,SD_mod,Covariance,Bias,MAE,RMSE,NSE,lnlikelihood,model
0.902271902822171,19.5236840049477,30.0363808144432,4.41871866945412,5.48074085413567,21.8495310020528,-0.623486123499567,1.8043744596323,2.4999475517462,0.679889422513805,-56775.0560917958,flake
