year,TsMax,TsMaxDay,TsMin,TsMinDay,TbMax,TbMaxDay,TbMin,TbMinDay,MaxStratDur,MeanStratDur,TotStratDur,StratStart,StratEnd,StratFirst,StratLast,MeanIceDur,MaxIceDur,TotIceDur,IceOn,IceOff,FirstFreeze,LastThaw,HiceMax,HiceMaxDay,model
2011,22.0610008239746,190,8.45100021362305,311,17.2059993743896,248,8.44699954986572,311,99,50,100,153,252,151,252,NA,NA,NA,NA,NA,NA,NA,0,NA,obs
2012,21.2399997711182,229,9.25,131,18.3840007781982,205,8.9040002822876,131,44,11.8571428571429,83,206,250,133,250,NA,NA,NA,NA,NA,NA,NA,0,NA,obs
2013,20.9519996643066,219,7.76700019836426,127,14.548999786377,267,6.30999994277954,127,131,69,138,136,267,128,267,NA,NA,NA,NA,NA,NA,NA,0,NA,obs
2014,25.2229995727539,203,3.61800003051758,93,16.9969997406006,238,3.57500004768372,93,54,20,140,184,238,115,282,NA,NA,NA,NA,NA,NA,NA,0,NA,obs
2015,20.7549991607666,225,4.80299997329712,103,19.5419998168945,239,4.56199979782104,104,63,11,88,176,239,140,253,NA,NA,NA,NA,NA,NA,NA,0,NA,obs
2012,20.2490005493164,211,0,343,17.886999130249,241,1.2470999956131,365,83,83,83,157,240,157,240,NA,NA,NA,NA,NA,NA,NA,0,NA,simstrat
2013,20.1760005950928,219,0,0,18.9249992370605,230,1.01059997081757,58,73,47.5,95,130,203,130,228,134,134,134,-23,111,-23,111,0.465799987316132,83,simstrat
2014,23.9489994049072,209,0,15,17.5580005645752,238,0.660369992256165,35,55,16.6,83,180,235,136,238,46,46,46,15,61,15,61,0.178650006651878,31,simstrat
2015,19.8980007171631,185,0,0,18.8379993438721,239,0.630159974098206,51,44,9.57142857142857,67,163,207,141,238,71,71,71,-5,66,-5,66,0.187779992818832,38,simstrat
