Pearson_r,Variance_obs,Variance_mod,SD_obs,SD_mod,Covariance,Bias,MAE,RMSE,NSE,lnlikelihood,model
0.974499123075481,24.6887368737357,28.4432320339369,4.96907057971165,5.33353564574835,25.8238125321471,-0.26099335663153,0.912492766115214,1.24597807989713,0.937118639016495,-14307.2282252125,simstrat
