year,TsMax,TsMaxDay,TsMin,TsMinDay,TbMax,TbMaxDay,TbMin,TbMinDay,MaxStratDur,MeanStratDur,TotStratDur,StratStart,StratEnd,StratFirst,StratLast,MeanIceDur,MaxIceDur,TotIceDur,IceOn,IceOff,FirstFreeze,LastThaw,HiceMax,HiceMaxDay,model
2014,26.0400009155273,205,0.0410000011324883,94,7.61100006103516,280,3.48900008201599,323,140,71.5,143,135,275,135,279,NA,NA,NA,NA,NA,NA,NA,0,NA,obs
2015,24.25,185,0.137999996542931,100,8.73999977111816,273,3.29200005531311,314,140,140,140,133,273,133,273,NA,NA,NA,NA,NA,NA,NA,0,NA,obs
2016,22.3799991607666,205,0.068000003695488,93,6.03200006484985,282,2.63299989700317,305,149,149,149,130,279,130,279,NA,NA,NA,NA,NA,NA,NA,0,NA,obs
2014,15.4700002670288,240,0.164000704884529,328,15.4700002670288,240,1.97850000858307,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85164999961853,66,flake
2015,20.7800006866455,186,0.270725250244141,0,19.548999786377,188,2.58419990539551,125,6,3.75,15,182,188,138,188,160,160,160,-36,124,-36,124,0.869180023670197,73,flake
2016,20.2870006561279,206,0,311,16.2169990539551,238,0,311,89,89,89,131,220,131,220,87,173,174,-48,125,-48,127,NA,NA,flake
